Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,id,Comments,INDEX
5.0,,10.0,-5.796,0.0402,2.146689E-6,,,,136.193,357147.0,6638277.0,47617.0,2.8210218E7,1270,2446.0,1270
1.0,0.941192,5.0,-2.201,0.0887,,0.0,0.096702579,0.509,139.36,268720.0,2479.0,,1.9771543E7,1271,8.0,1271
8.0,,,-8.216,0.0264,4.4071108099999993E-7,0.0,0.002299968,0.546,121.93,224773.0,2.2582595E7,103813.0,2.1106084E7,1272,6267.0,1272
2.0,0.2053789999999999,,-7.578,0.0327,0.010218313,,0.002097152,0.208,,292933.0,1.1293905E7,,2.431281E7,1273,4583.0,1273
1.0,0.721734273,10.0,-4.845,0.0695,,4.22E-5,,0.376,135.54,296751.0,2.32244189E8,1350992.0,,1274,48927.0,1274
2.0,0.674526133,7.0,-3.758,,1.7373979E-11,0.0,6.722213759999E-4,,138.31,251681.0,1.22758496E8,483879.0,1.15522532E8,1275,22193.0,1275
3.0,0.5353873280000001,10.0,,0.0767,,0.0,,0.616,95.969,272533.0,7.8663408E7,315397.0,6.3026284E7,1276,,1276
2.0,0.7073479710000001,5.0,,0.0415,8.120601E-6,3.17E-6,8.35896888E-4,0.669,,280869.0,3615031.0,36968.0,5.2850156E7,1277,1807.0,1277
1.0,,0.0,-5.662,,3.5937E-5,3.43E-5,0.015252992,0.213,131.812,313098.0,7829881.0,80337.0,4.7008895E7,1278,5566.0,1278
3.0,0.523606616,7.0,-4.861,,1.7373979E-5,0.0,,0.737,105.082,259947.0,3.4478571E7,169173.0,3.0604959E7,1279,6290.0,1279
1.0,,9.0,-2.124,,1.0927270000000003E-9,3.44E-5,0.039651821,0.341,159.054,330653.0,8851543.0,69262.0,1.8885319E7,1280,5505.0,1280
1.0,0.7863304670000001,,-3.043,0.0709,,0.0,6.53972032E-4,0.554,146.082,284960.0,4.0535655E7,162194.0,2.208793E7,1281,4546.0,1281
1.0,0.5842770559999999,7.0,-6.699,0.0803,3.8958219E-11,7.46E-4,0.002515456,0.741,139.852,,4740763.0,,1.1908478E7,1282,183.0,1282
2.0,0.8519713919999998,4.0,-4.639,0.0457,2.0971520000000004E-6,0.0577,,0.558,137.978,,7210573.0,68241.0,1.03988E7,1283,2570.0,1283
3.0,0.2106448749999999,9.0,-4.53,0.0274,,6.47E-5,0.002299968,0.144,,267960.0,3.14842288E8,1984481.0,1.034332026E9,1284,62233.0,1284
0.0,0.262144,9.0,-6.02,0.0301,9.989734399999999E-11,4.43E-5,0.004741632,,74.537,354547.0,5.1645825E7,,1.25436478E8,1285,12633.0,1285
2.0,0.4837366250000001,7.0,-6.334,0.0305,3.7636704799999996E-10,0.00174,0.001,,130.961,341280.0,6.9691192E7,470654.0,1.10003994E8,1286,15500.0,1286
2.0,0.6884653869999999,9.0,-5.456,0.033,9.800344E-6,1.17E-5,,0.253,108.02,,3.619874E7,124427.0,,1287,5415.0,1287
7.0,0.360944128,,-4.68,0.0313,5.3593750000000015E-6,1.07E-5,5.63559976E-4,0.961,120.003,241933.0,2.9956853E7,169110.0,4.9394656E7,1288,6580.0,1288
6.0,0.4019472719999999,10.0,-6.431,0.0287,0.0034429509999999,1.77E-4,,0.829,124.995,197133.0,3978916.0,21250.0,,1289,630.0,1289
3.0,,2.0,-4.34,0.0318,1.5922008799999994E-10,0.0032,0.002248091,0.422,118.161,181773.0,8311494.0,26719.0,2.8444918E7,1290,1366.0,1290
3.0,0.3732479999999999,0.0,,0.0241,2.92754944E-10,1.77E-5,0.0017715609999999,0.342,106.022,200987.0,5096831.0,20820.0,3.0293987E7,1291,,1291
3.0,0.0498360319999999,10.0,-7.053,0.0255,,,8.70983875E-4,0.367,96.05,203613.0,1.3139222E7,70493.0,5.6348258E7,1292,4090.0,1292
5.0,0.030959144,5.0,-9.718,0.0275,0.136590875,7.47E-6,3.84240583E-4,0.243,110.939,182147.0,1.4680218E7,95553.0,5.2087189E7,1293,3219.0,1293
6.0,0.365525875,7.0,-10.609,,,9.43E-6,,0.957,152.132,165733.0,7109233.0,70409.0,2.44075479E8,1294,1790.0,1294
2.0,0.5177816270000001,10.0,-9.129,0.0743,,6.07E-5,,0.969,167.983,,7.1388083E7,703980.0,3.60821701E8,1295,,1295
2.0,0.618470208,7.0,-9.519,0.222,,5.11E-5,0.010360232,0.884,157.404,161907.0,3791457.0,33815.0,1.90093048E8,1296,941.0,1296
4.0,0.4949136710000001,7.0,-8.88,0.0446,0.0767656249999999,2.95E-4,6.95506456E-4,0.98,129.237,163000.0,148424.0,2829.0,7.9570866E7,1297,181.0,1297
6.0,0.5062615730000001,3.0,-10.154,0.193,0.5863762529999998,,0.0091293289999999,0.841,92.739,144600.0,1156432.0,,5.2615577E7,1298,,1298
7.0,0.452984832,0.0,-10.701,0.112,,0.0,0.0060285679999999,0.783,118.208,143240.0,2794245.0,17512.0,2.8155532E7,1299,1130.0,1299
4.0,0.367061696,10.0,,0.0646,,2.48E-5,0.005929741,0.935,164.851,102800.0,526485.0,4635.0,7297951.0,1300,145.0,1300
2.0,0.452984832,,-6.201,0.0446,0.0730346319999999,9.47E-4,,0.871,165.225,151773.0,5352398.0,33133.0,1.4356541E7,1301,1030.0,1301
4.0,,0.0,,0.0335,0.056623104,0.118,0.037933056,0.977,162.92,136547.0,130833.0,1568.0,1999539.0,1302,73.0,1302
0.0,0.034645976,7.0,-9.239,0.0386,0.6449725439999999,0.0,0.006967871,0.546,,174000.0,1.560635E7,,,1303,3936.0,1303
7.0,0.014348907,4.0,,0.123,0.5697227889999998,1.02E-6,7.41217625E-4,0.425,118.578,215747.0,2.549191E7,103491.0,1.51679548E8,1304,2679.0,1304
1.0,0.063044792,6.0,-9.13,0.0296,0.430368875,5.37E-4,0.0050884479999999,0.364,88.897,155027.0,3.9412674E7,406560.0,1.17300896E8,1305,8090.0,1305
6.0,,10.0,-8.501,0.076,0.413493625,0.0,0.001601613,0.666,122.253,188613.0,,19276.0,,1306,481.0,1306
5.0,,9.0,-16.516,0.0673,0.0725117129999999,0.439,2.28099131E-4,0.734,154.955,278867.0,1413448.0,17580.0,,1307,490.0,1307
0.0,0.125751501,10.0,-11.296,0.0731,0.470910952,0.0,,,158.348,166200.0,3.31166E7,,,1308,8475.0,1308
5.0,0.5473434319999999,2.0,-5.969,0.493,0.1112846409999999,0.00803,0.0233936559999999,0.564,113.893,150789.0,315448.0,6440.0,2292721.0,1309,68.0,1309
8.0,0.445943744,10.0,-7.463,0.04,0.0694265309999999,,7.58550528E-4,,124.027,232632.0,5002215.0,83666.0,9986798.0,1310,387.0,1310
4.0,0.030371328,6.0,-9.246,0.0332,0.7169173750000001,2.94E-6,,,98.708,152107.0,436375.0,5365.0,1.7776958E7,1311,68.0,1311
7.0,0.8095575680000001,8.0,-1.898,0.0959,4.052239999999E-4,1.21E-4,2.41804367E-4,0.624,126.994,204230.0,1.80196947E8,1162524.0,1.4648136E8,1312,19955.0,1312
9.0,0.5574417669999999,5.0,-3.708,,3.63994344E-4,0.0,1.318722289999E-4,,128.009,245467.0,2.4336182E7,218714.0,8.5941513E7,1313,2555.0,1313
7.0,0.663054848,,-3.617,0.0586,,1.54E-4,5.39353144E-4,0.544,128.038,204798.0,,,1.10847929E8,1314,25341.0,1314
4.0,0.7145169840000001,10.0,-3.796,0.199,,5.64E-4,0.008120601,0.669,122.884,172073.0,601183.0,8693.0,7.1570851E7,1315,104.0,1315
7.0,0.5120000000000001,1.0,-5.045,0.0819,0.0058319999999999,,0.001520875,0.519,128.098,532840.0,1.53810049E8,846838.0,3.9601549E7,1316,25341.0,1316
7.0,0.702595369,8.0,-3.277,0.093,5.29475129E-4,3.42E-5,,0.656,127.011,,1.80196947E8,1162524.0,,1317,19955.0,1317
9.0,0.7510894290000001,7.0,-5.985,0.0813,0.004173281,0.0,0.0012597119999999,0.845,119.038,206320.0,310634.0,3894.0,2.1050593E7,1318,10.0,1318
8.0,0.5158496080000001,10.0,-6.028,0.0478,0.002299968,0.00222,0.0095281279999999,0.788,124.995,,,24490.0,6544167.0,1319,326.0,1319
5.0,0.5275141120000001,1.0,-5.292,0.0989,5.29475129E-7,,0.2149217989999999,0.789,119.978,164500.0,8127251.0,44984.0,1.8778096E7,1320,1534.0,1320
0.0,0.0236399029999999,7.0,,0.0388,0.672221376,0.644,,0.185,71.608,311107.0,6000182.0,231315.0,4.8597664E7,1321,3820.0,1321
1.0,0.007529536,0.0,-15.956,0.0383,0.8655231769999998,0.892,,,78.823,189800.0,1.3455679E7,,3.919105E7,1322,10099.0,1322
0.0,0.005929741,0.0,-17.599,0.0424,0.8305839999999999,0.888,0.0011576249999999,0.0922,71.277,178507.0,55494.0,1981.0,2.8970977E7,1323,56.0,1323
0.0,8.49278123E-4,2.0,-20.885,0.0333,0.743677416,0.869,0.1861694109999999,0.0949,49.034,153573.0,6000182.0,231315.0,2.2292044E7,1324,3820.0,1324
2.0,0.0410636249999999,7.0,-15.659,0.0261,0.1169301689999999,,0.040001688,0.771,106.621,,531324.0,13570.0,1.7570204E7,1325,274.0,1325
0.0,0.017984728,10.0,-12.798,0.0342,0.8043570000000001,0.842,,0.377,119.388,134813.0,18204.0,514.0,1.4953989E7,1326,,1326
0.0,9.9252847E-5,4.0,,,0.679151439,0.803,7.863304669999E-4,0.0392,77.936,218240.0,209039.0,4013.0,1.3484622E7,1327,210.0,1327
0.0,8.04357E-4,0.0,-22.214,0.0299,,0.937,8.279360189999E-4,,79.441,193000.0,545701.0,15095.0,7827335.0,1328,357.0,1328
0.0,0.002197,1.0,-17.036,0.0293,0.949862087,0.917,0.0016851589999999,0.0376,,192507.0,4350395.0,142292.0,8211083.0,1329,2812.0,1329
3.0,0.5453385129999999,,-6.542,0.0363,0.0061284869999999,3.06E-6,0.0231491249999999,,141.621,272293.0,,1095430.0,,1330,28027.0,1330
6.0,,1.0,-4.341,0.048,,0.0,0.004096,0.842,88.041,225573.0,3.2295665E7,174496.0,1.45686227E8,1331,9825.0,1331
0.0,0.012326391,5.0,-13.319,0.031,0.8875036809999999,0.0947,0.0016430319999999,0.0713,107.763,203493.0,1.9268639E7,78721.0,6.1658408E7,1332,4742.0,1332
0.0,0.1941045389999999,,-6.983,0.0286,0.1051540479999999,5.5E-4,0.010503459,0.381,,295067.0,2.365745E7,111553.0,6.4416732E7,1333,8458.0,1333
0.0,0.1092153519999999,7.0,-9.37,,,7.19E-5,5.39353144E-4,0.186,94.203,331400.0,3.3925954E7,161218.0,,1334,7544.0,1334
2.0,0.4837366250000001,0.0,-6.571,0.0743,0.0256723749999999,,0.411830784,0.734,91.464,,7513349.0,30774.0,3.7718408E7,1335,1132.0,1335
1.0,0.6884653869999999,9.0,-6.744,0.0649,0.130323843,0.0,0.028372625,0.732,78.592,255773.0,400699.0,1419.0,2.6222011E7,1336,102.0,1336
1.0,0.272097792,0.0,-8.011,0.112,,0.0,0.360944128,0.454,148.16,317333.0,137773.0,1243.0,,1337,7.0,1337
0.0,0.056181887,10.0,-10.071,0.0347,0.3779330669999999,0.0,0.0267308989999999,0.452,173.79,191160.0,6.8042088E7,711368.0,1.48654619E8,1338,,1338
0.0,0.0272709009999999,9.0,-11.843,,0.454756609,0.0,,0.436,65.488,158680.0,6544598.0,51779.0,4.5683827E7,1339,1918.0,1339
1.0,0.5139224010000001,9.0,-7.83,0.0565,0.3299393709999999,0.0,0.035287552,0.93,160.547,,798172.0,6408.0,7.261818E7,1340,399.0,1340
8.0,0.286191179,9.0,,0.051,0.081746504,0.0,6.53972032E-4,0.969,123.094,,5983924.0,,3.0649546E7,1341,1221.0,1341
1.0,,7.0,-8.83,,0.152273304,0.0,6.44972544E-4,0.795,120.414,156427.0,,,4.7645084E7,1342,2908.0,1342
5.0,0.259694072,2.0,-8.765,0.0592,0.3299393709999999,,0.0275436079999999,0.869,119.476,146493.0,1326512.0,8042.0,,1343,321.0,1343
9.0,0.102503232,1.0,-8.53,,7.095794399999997E-8,1.32E-5,0.019465109,0.843,,183733.0,1.83519276E8,1038439.0,4.8321848E8,1344,24607.0,1344
5.0,0.376367048,2.0,-13.031,0.0375,8.752838400000002E-5,0.00388,0.001815848,0.836,172.406,207440.0,7.5136158E7,413776.0,1.80935269E8,1345,,1345
9.0,0.016387064,,-13.264,0.0551,0.003796416,0.0362,4.743792800000001E-5,0.8,102.071,228293.0,,1060.0,,1346,35.0,1346
7.0,,,-13.002,0.0709,5.23606616E-4,7.89E-5,,0.863,173.818,189093.0,3.2530976E7,110042.0,9.5777131E7,1347,3557.0,1347
8.0,0.047832147,1.0,-15.675,0.0644,2.3147554400000001E-7,1.77E-4,0.001030301,0.842,89.157,320933.0,1.83519276E8,1038439.0,5.4041425E7,1348,24607.0,1348
9.0,0.070957944,5.0,-13.256,0.168,0.011390625,0.00159,7.676562500000001E-5,0.937,,,2031046.0,23652.0,5.6563706E7,1349,448.0,1349
8.0,0.128024064,2.0,-12.874,0.045,4.052239999999E-4,6.09E-4,0.0016430319999999,,101.067,261240.0,3215.0,72.0,3.2547543E7,1350,7.0,1350
8.0,0.160989184,9.0,-7.739,0.0479,1.5625E-8,1.92E-4,5.33411731E-4,0.76,150.115,,1.1707534E7,43920.0,1.7772275E7,1351,1624.0,1351
8.0,0.239483061,5.0,-7.932,,9.26859375E-4,0.0256,2.46491883E-4,0.81,95.906,,7.0850118E7,253652.0,3.2504362E7,1352,6994.0,1352
8.0,0.0510648109999999,,-15.289,0.0824,0.0089989119999999,4.5E-4,8.9915392E-5,0.927,82.913,204840.0,1.7797233E7,63630.0,2.5096185E7,1353,1579.0,1353
1.0,0.277167808,1.0,-10.171,0.0305,2.248091E-6,1.12E-5,0.002744,0.401,140.124,340200.0,8.5219047E7,527952.0,2.42130793E8,1354,17076.0,1354
6.0,0.5353873280000001,0.0,-7.772,0.0558,8.118273699999999E-5,,,0.685,127.568,220627.0,2.1325727E7,178312.0,3.03375137E8,1355,6587.0,1355
2.0,0.4986772570000001,8.0,-8.203,0.053,7.568696699999998E-5,3.95E-6,5.39353144E-4,0.708,173.931,256520.0,1.89796018E8,910980.0,,1356,26925.0,1356
7.0,0.633839779,7.0,-6.208,0.0636,5.177716999999999E-6,,1.10592E-4,0.53,131.697,212853.0,1.0996642E7,73809.0,8.1002897E7,1357,3449.0,1357
3.0,0.3518958159999999,9.0,-8.707,0.0283,0.0428749999999999,,0.004019679,0.671,,333307.0,9.8965096E7,501645.0,,1358,23469.0,1358
2.0,,9.0,-7.425,0.0525,7.1473375E-5,1.82E-5,7.91453125E-4,,,337333.0,9587072.0,,6.2700255E7,1359,4704.0,1359
6.0,0.5393531439999998,1.0,-5.405,0.0569,4.019679000000001E-6,0.0,0.017984728,0.778,125.472,217693.0,8255803.0,68880.0,5.9888563E7,1360,3774.0,1360
3.0,,0.0,-6.664,0.087,0.0012250429999999,0.0,0.0246421709999999,0.82,126.701,267427.0,,16455.0,5.133583E7,1361,165.0,1361
3.0,0.290117528,7.0,-9.226,0.0313,0.0028032209999999,0.0,8.174003749999E-4,,113.455,225840.0,9.8965096E7,,3.6986399E7,1362,23469.0,1362
7.0,0.563559976,,-7.128,0.0614,0.051895117,0.0,0.001442897,0.649,115.797,258973.0,2.2378911E7,136000.0,5.0193954E7,1363,5284.0,1363
0.0,0.0421441919999999,5.0,-8.631,0.0293,0.163667323,0.0133,0.037259704,0.328,87.43,179693.0,5.4085718E7,425548.0,3.69159971E8,1364,11788.0,1364
1.0,0.0811827369999999,10.0,-6.473,0.0247,0.3270827689999999,1.95E-4,0.0034429509999999,0.611,82.52,,5.2854647E7,462518.0,1.71073005E8,1365,23937.0,1365
1.0,0.0231491249999999,2.0,-9.43,0.0293,0.5697227889999998,1.55E-6,0.012649337,,85.861,196133.0,2295222.0,55215.0,1.27166562E8,1366,636.0,1366
0.0,0.045118016,0.0,-8.031,0.0303,,0.0,,0.426,174.176,187667.0,2381677.0,21843.0,5.9478167E7,1367,487.0,1367
1.0,0.2002016249999999,1.0,-6.105,0.0822,0.4855876560000001,0.0,0.5334117310000001,0.655,150.719,169747.0,8467402.0,138613.0,,1368,3942.0,1368
5.0,0.143055667,3.0,,0.11,0.460099648,3.26E-6,0.146363183,0.654,,185627.0,1.3463068E7,101328.0,,1369,994.0,1369
1.0,5.3157376E-5,,,0.0408,0.958585256,0.00681,0.001404928,0.195,125.397,290640.0,12954.0,103.0,1.4109959E7,1370,8.0,1370
2.0,0.053582633,10.0,-6.777,0.0309,0.467288576,0.0,0.059319,,64.033,178467.0,985595.0,7942.0,1.7660226E7,1371,185.0,1371
1.0,0.069934528,2.0,-7.19,0.0297,0.1961229409999999,7.01E-6,0.092345408,,144.185,178440.0,33227.0,373.0,1.1087055E7,1372,,1372
0.0,0.014526784,8.0,,0.0303,0.381078125,,0.094818816,0.512,173.509,175627.0,2372324.0,15625.0,,1373,423.0,1373
4.0,0.090518849,5.0,-13.333,,0.0095281279999999,0.0,2.30346397E-4,0.572,,256000.0,1.04263622E8,582967.0,,1374,28525.0,1374
8.0,0.1078501759999999,7.0,-13.487,0.0329,1.280240639999E-4,2.76E-6,,,114.02,178360.0,4.091423E7,273741.0,,1375,,1375
1.0,0.8737228159999998,9.0,-6.371,0.0403,2.1170873599999995E-10,,0.242970624,0.715,169.798,,2.6457907E7,193819.0,1.97187454E8,1376,9432.0,1376
2.0,0.031255875,,-13.79,,0.2032974719999999,2.29E-5,0.008741816,0.575,86.813,190320.0,1159857.0,16663.0,1.44439192E8,1377,983.0,1377
8.0,0.126506008,9.0,,0.0321,0.0016851589999999,0.0011,0.005000211,0.836,,289440.0,5.2115785E7,334218.0,1.09161226E8,1378,13695.0,1378
1.0,0.704969,9.0,-12.737,0.0435,9.112499999999996E-11,,,0.412,169.934,292000.0,,193819.0,,1379,9432.0,1379
1.0,0.704969,10.0,-4.527,0.0374,,3.45E-4,8.09557568E-4,,,202893.0,3242822.0,21991.0,4.0321852E7,1380,701.0,1380
3.0,0.166375,,-12.859,0.0275,4.58314011E-7,0.0,0.005735339,0.746,,,1.0127657E7,37636.0,2.4107668E7,1381,1348.0,1381
1.0,0.651714363,4.0,-7.722,,,8.93E-6,,0.318,129.103,,567338.0,4874.0,1.3561396E7,1382,459.0,1382
6.0,0.2371766589999999,4.0,,0.0266,0.001481544,0.005,2.25866529E-4,0.803,105.577,239307.0,7646526.0,34682.0,1.4150368E7,1383,,1383
4.0,,,-5.286,0.03,0.0421441919999999,0.0,0.463684824,,90.012,234986.0,,501611.0,9.5848351E7,1384,13330.0,1384
3.0,0.260917119,7.0,-8.065,0.0357,0.061629875,0.0,0.314432,,,249307.0,6.5440018E7,,1.48463447E8,1385,5385.0,1385
5.0,0.8958413439999999,2.0,,0.0364,1.505687679999E-4,0.0,0.001331,,101.984,247453.0,2.3022177E7,94893.0,7.5807611E7,1386,2364.0,1386
4.0,0.368601813,9.0,-7.165,0.0361,2.0570824E-5,0.0,,0.601,92.881,312512.0,,,1.22943312E8,1387,17896.0,1387
4.0,0.3474289269999999,7.0,-5.884,,0.011543176,0.0,,0.746,,211261.0,,66859.0,2.7510433E7,1388,1296.0,1388
6.0,0.257259456,0.0,-7.012,0.0263,3.241792E-6,1.17E-5,2.476731519999E-4,,122.402,261467.0,,,,1389,,1389
5.0,0.2138471919999999,1.0,,0.0335,0.010793861,3.53E-6,3.748053609999E-4,0.913,105.929,227267.0,2.44733E7,,4.14889413E8,1390,5519.0,1390
3.0,0.7585505280000001,,-7.275,0.0393,7.68575296E-4,0.00211,1.77504328E-4,0.843,117.399,,1.8324711E7,125822.0,2.67561421E8,1391,4462.0,1391
7.0,0.054010152,8.0,-15.308,0.0449,,0.0,,0.985,120.736,223867.0,1.2802696E7,125045.0,2.06600175E8,1392,,1392
4.0,0.7535710000000001,9.0,-8.448,0.0384,0.032461759,4.48E-4,5.31441E-4,0.745,145.624,195307.0,3491799.0,,1.21668779E8,1393,704.0,1393
2.0,0.085766121,2.0,-12.866,0.0434,0.011852352,0.0,6.054957359999E-4,0.67,169.275,255267.0,1194926.0,13840.0,1.02127218E8,1394,620.0,1394
5.0,0.3386088729999999,0.0,-8.903,0.0297,0.005000211,,0.0012597119999999,0.938,,231600.0,675071.0,6518.0,2.7133902E7,1395,670.0,1395
2.0,0.167284151,9.0,-9.617,0.0272,0.0297909999999999,2.53E-5,0.0029859839999999,,113.427,267800.0,120552.0,1508.0,1.4697139E7,1396,162.0,1396
2.0,0.0428749999999999,7.0,-14.043,0.0265,0.0784027519999999,7.06E-6,,0.342,89.549,200467.0,300694.0,,5095781.0,1397,282.0,1397
0.0,0.086350888,4.0,-11.974,0.0357,0.088121125,,0.0033079489999999,0.508,176.184,150200.0,12742.0,160.0,4244437.0,1398,12.0,1398
7.0,0.021024576,0.0,-18.071,0.044,0.165469149,2.01E-4,0.001,,142.979,206973.0,633622.0,7562.0,2.0369284E7,1399,301.0,1399
0.0,4.173281E-6,9.0,-31.034,0.0442,0.958585256,0.86,5.21660125E-4,0.0573,128.143,,1.4529728E7,,1.04530255E8,1400,5341.0,1400
0.0,0.001295029,7.0,-21.356,0.0597,0.7290000000000001,0.867,4.42450728E-4,0.307,75.02,151480.0,1.4668662E7,252043.0,2.27984734E8,1401,6073.0,1401
0.0,4.320812160000001E-7,7.0,-33.123,0.0455,0.982107784,0.89,3.95446904E-4,0.0391,118.247,184707.0,1.4529728E7,221848.0,3.658683E7,1402,5341.0,1402
0.0,,0.0,-29.76,0.0445,0.979146657,0.888,1.842200089999E-4,,81.616,163267.0,7523761.0,,6.8780059E7,1403,1420.0,1403
0.0,,7.0,-22.496,0.072,0.964430272,0.916,,0.417,,150973.0,1.4668662E7,252043.0,3.6303881E7,1404,6073.0,1404
0.0,5.780095370000001E-7,,-33.503,0.0519,0.967361669,0.596,0.0011248639999999,0.211,61.541,109800.0,,415.0,4.2238569E7,1405,0.0,1405
0.0,0.017779581,2.0,,,0.935441352,0.902,0.002406104,0.0477,,192067.0,,63067.0,4.4397102E7,1406,2643.0,1406
0.0,2.8652615999999994E-5,5.0,-27.399,0.0404,,,9.38313739E-4,0.036,96.639,,,641.0,2.1505063E7,1407,8.0,1407
0.0,3.8272753E-5,2.0,,,,,0.001,0.181,72.134,164680.0,224706.0,,1.3791165E7,1408,10.0,1408
0.0,,5.0,-23.054,0.0403,0.8764674929999998,,0.002197,0.284,116.654,711627.0,42417.0,581.0,816958.0,1409,3.0,1409
2.0,0.017984728,0.0,-16.875,0.0276,0.030664297,5.51E-6,0.094818816,0.357,108.383,243000.0,,856461.0,3.23326464E8,1410,30146.0,1410
0.0,0.3732479999999999,,-5.541,0.033,,2.88E-4,0.0226651869999999,0.554,141.283,341747.0,2.68806665E8,1546605.0,,1411,36673.0,1411
1.0,0.149721291,3.0,-6.991,0.0301,0.011089567,,0.0033079489999999,0.173,130.651,,8936254.0,76602.0,,1412,3666.0,1412
1.0,0.130323843,,-10.422,0.0358,0.1803621249999999,0.0,0.004173281,0.236,,237107.0,3.4915172E7,169319.0,8.5378359E7,1413,4623.0,1413
3.0,0.031554496,7.0,-19.292,0.0315,,5.67E-5,0.001331,0.436,114.362,233867.0,1798067.0,23929.0,1.01163601E8,1414,656.0,1414
0.0,0.131872229,5.0,-6.426,,,9.64E-4,0.055306341,0.291,128.618,,3088602.0,33204.0,6.2672487E7,1415,1609.0,1415
0.0,0.101194696,0.0,-8.453,,0.152273304,1.61E-5,0.1842200089999999,0.132,137.974,230400.0,1.3559393E7,54127.0,4.6419803E7,1416,1542.0,1416
3.0,0.069934528,7.0,-14.092,0.0242,0.0264635919999999,6.91E-6,0.008741816,0.351,,249067.0,4.1865802E7,221734.0,3.9193951E7,1417,,1417
0.0,0.030371328,9.0,-16.918,0.0366,,0.0,,0.362,156.361,209600.0,981960.0,10966.0,5.2406558E7,1418,533.0,1418
0.0,,5.0,-8.072,0.0268,0.3858283519999999,9.51E-6,0.0010612079999999,,109.973,,,100900.0,4.5076682E7,1419,3137.0,1419
8.0,0.444194947,5.0,-8.124,0.0534,,,4.565329999999E-4,,128.433,,1.12032846E8,549621.0,,1420,28895.0,1420
4.0,0.5433384959999998,9.0,-10.593,0.131,0.0133120529999999,,0.0011248639999999,,105.307,164813.0,9512595.0,45220.0,2.63293741E8,1421,2697.0,1421
8.0,0.051478848,7.0,-12.814,0.0752,0.004574296,1.16E-4,4.51217663E-4,0.293,101.684,217347.0,1.7497821E7,137807.0,1.66559331E8,1422,5022.0,1422
4.0,0.3504026249999999,,-10.276,0.0287,2.4642171E-5,1.97E-5,9.4818816E-5,0.902,135.754,215400.0,4906437.0,33292.0,,1423,1764.0,1423
7.0,0.3504026249999999,9.0,-9.271,,0.245314376,6.8E-4,5.373677969999E-4,,117.925,291200.0,958151.0,7198.0,,1424,428.0,1424
8.0,0.310288733,5.0,-9.724,,0.467288576,,0.011239424,,110.64,349280.0,1.5874224E7,70975.0,8.4213512E7,1425,3706.0,1425
7.0,0.681472,,-8.988,0.0406,0.007880599,0.0246,6.472146249999E-4,0.961,118.623,,,,,1426,440.0,1426
0.0,0.016003008,7.0,-11.687,0.0351,0.5120000000000001,4.43E-5,7.04969E-4,0.13,37.114,206533.0,1083575.0,11338.0,3.9541367E7,1427,613.0,1427
5.0,0.1991767039999999,,-10.518,0.0674,0.016777216,0.0,,0.75,,213453.0,730351.0,7531.0,1.8357612E7,1428,251.0,1428
5.0,,8.0,-12.452,,0.4101724069999999,,0.0016430319999999,0.315,121.165,285053.0,3621077.0,29161.0,,1429,1373.0,1429
7.0,,,-5.908,,0.020796875,0.0,2.52435968E-4,0.617,105.023,208156.0,,1139766.0,2.08328272E8,1430,29631.0,1430
5.0,,0.0,-9.54,0.0296,,0.0191,,0.744,103.867,329800.0,1.58657034E8,781684.0,,1431,23553.0,1431
9.0,0.1105919999999999,1.0,-8.902,,0.016387064,2.16E-5,0.0034429509999999,0.798,97.793,,1.83604946E8,1139766.0,3.59014617E8,1432,,1432
0.0,0.124251499,2.0,-10.972,0.0685,4.49455096E-4,,,0.367,171.067,327400.0,4.4044732E7,253263.0,1.32901124E8,1433,10011.0,1433
6.0,0.3444721009999999,0.0,,0.0275,3.9651821E-5,0.00479,0.001481544,0.824,103.789,253593.0,1.58657034E8,,,1434,23553.0,1434
7.0,0.3429999999999999,1.0,-6.211,0.0275,0.035287552,0.0,0.021484952,0.54,,253173.0,3.8210607E7,220459.0,4.7039402E7,1435,5979.0,1435
2.0,0.5216601250000001,,-4.491,0.0345,9.791466569999998E-7,,0.0735600589999999,0.743,101.161,194618.0,1.8309006E7,94593.0,3.1841868E7,1436,4555.0,1436
6.0,,,,,0.008,0.00648,0.001520875,,98.85,,7765431.0,74992.0,8.7175111E7,1437,4653.0,1437
5.0,0.5158496080000001,8.0,-5.792,0.0691,,6.9E-4,0.0016851589999999,0.492,104.401,316747.0,,19078.0,,1438,690.0,1438
3.0,0.1871492479999999,2.0,-9.656,0.0413,0.047832147,0.0871,7.660608749999E-4,,115.466,434373.0,2574478.0,,3.3092833E7,1439,405.0,1439
5.0,0.3474289269999999,0.0,-8.958,0.0816,2.6198073E-5,,2.247557119999E-4,0.647,140.051,249444.0,2.1483035E7,253786.0,,1440,6017.0,1440
1.0,,2.0,-9.166,0.255,0.006859,6.98E-6,5.676635519999E-4,0.775,165.59,298267.0,4.9456778E7,561892.0,4.0277896E7,1441,15696.0,1441
4.0,0.367061696,6.0,-6.772,0.131,0.036264691,1.69E-4,0.0256723749999999,0.655,134.169,359093.0,3471300.0,38347.0,2083874.0,1442,,1442
8.0,0.6494618959999999,1.0,,0.104,0.081746504,,0.3922231679999999,0.745,103.643,339373.0,1417669.0,,5928132.0,1443,752.0,1443
